iter	Passed	Remaining
1671	24222	33725
1672	24235	33709
1673	24248	33693
1674	24262	33677
1675	24276	33662
1676	24289	33646
1677	24302	33630
1678	24316	33614
1679	24331	33600
1680	24345	33585
1681	24359	33569
1682	24374	33556
1683	24387	33540
1684	24401	33524
1685	24414	33508
1686	24428	33493
1687	24444	33480
1688	24458	33465
1689	24471	33449
1690	24485	33433
1691	24499	33418
1692	24512	33402
1693	24527	33388
1694	24542	33375
1695	24556	33360
1696	24570	33344
1697	24584	33329
1698	24596	33311
1699	24610	33295
1700	24624	33280
1701	24636	33263
1702	24650	33248
1703	24663	33231
1704	24675	33214
1705	24687	33197
1706	24700	33179
1707	24713	33164
1708	24727	33147
1709	24740	33131
1710	24753	33115
1711	24765	33098
1712	24777	33080
1713	24790	33063
1714	24803	33046
1715	24815	33029
1716	24828	33013
1717	24841	32996
1718	24853	32979
1719	24866	32963
1720	24878	32945
1721	24891	32928
1722	24904	32912
1723	24917	32895
1724	24930	32879
1725	24942	32862
1726	24955	32845
1727	24967	32827
1728	24980	32811
1729	24993	32794
1730	25006	32778
1731	25019	32761
1732	25032	32746
1733	25046	32730
1734	25058	32713
1735	25071	32696
1736	25084	32680
1737	25096	32662
1738	25108	32645
1739	25121	32628
1740	25133	32612
1741	25147	32596
1742	25160	32580
1743	25173	32563
1744	25187	32548
1745	25199	32531
1746	25212	32514
1747	25225	32499
1748	25238	32482
1749	25252	32466
1750	25265	32450
1751	25277	32434
1752	25289	32416
1753	25302	32400
1754	25316	32384
1755	25328	32367
1756	25341	32351
1757	25354	32334
1758	25367	32318
1759	25380	32302
1760	25392	32285
1761	25405	32269
1762	25418	32252
1763	25431	32236
1764	25445	32221
1765	25458	32205
1766	25471	32188
1767	25484	32172
1768	25496	32155
1769	25509	32139
1770	25522	32122
1771	25534	32105
1772	25547	32089
1773	25560	32073
1774	25572	32056
1775	25585	32039
1776	25598	32023
1777	25611	32007
1778	25625	31991
1779	25638	31976
1780	25652	31960
1781	25666	31945
1782	25680	31931
1783	25695	31917
1784	25710	31904
1785	25724	31889
1786	25738	31874
1787	25752	31859
1788	25766	31844
1789	25780	31829
1790	25795	31815
1791	25808	31799
1792	25822	31784
1793	25835	31769
1794	25849	31753
1795	25863	31738
1796	25877	31723
1797	25890	31708
1798	25903	31692
1799	25917	31677
1800	25931	31662
1801	25946	31648
1802	25960	31633
1803	25974	31618
1804	25986	31601
1805	25999	31585
1806	26012	31569
1807	26026	31554
1808	26040	31538
1809	26053	31523
1810	26066	31507
1811	26079	31491
1812	26093	31476
1813	26108	31462
1814	26122	31447
1815	26134	31430
1816	26149	31416
1817	26161	31399
1818	26175	31384
1819	26188	31368
1820	26202	31353
1821	26215	31337
1822	26228	31322
1823	26242	31306
1824	26255	31291
1825	26269	31275
1826	26284	31261
1827	26297	31246
1828	26310	31229
1829	26322	31213
1830	26335	31197
1831	26349	31181
1832	26362	31166
1833	26375	31149
1834	26388	31133
1835	26401	31117
1836	26413	31101
1837	26426	31084
1838	26439	31069
1839	26452	31052
1840	26464	31036
1841	26477	31019
1842	26489	31003
1843	26502	30986
1844	26516	30971
1845	26529	30955
1846	26542	30940
1847	26555	30923
1848	26569	30909
1849	26583	30894
1850	26596	30878
1851	26608	30861
1852	26621	30845
1853	26634	30829
1854	26647	30813
1855	26659	30796
1856	26673	30782
1857	26687	30767
1858	26700	30750
1859	26713	30735
1860	26725	30717
1861	26738	30701
1862	26750	30685
1863	26764	30670
1864	26778	30654
1865	26794	30642
1866	26808	30628
1867	26824	30615
1868	26838	30600
1869	26852	30585
1870	26865	30570
1871	26880	30556
1872	26895	30542
1873	26909	30527
1874	26922	30512
1875	26936	30497
1876	26951	30484
1877	26965	30469
1878	26981	30456
1879	26996	30442
1880	27010	30428
1881	27024	30413
1882	27037	30397
1883	27050	30381
1884	27063	30365
1885	27077	30350
1886	27091	30336
1887	27104	30320
1888	27118	30305
1889	27131	30289
1890	27144	30273
1891	27157	30257
1892	27170	30241
1893	27184	30227
1894	27197	30211
1895	27211	30196
1896	27226	30183
1897	27240	30168
1898	27252	30151
1899	27267	30137
1900	27282	30123
1901	27294	30107
1902	27306	30090
1903	27319	30074
1904	27332	30058
1905	27346	30044
1906	27359	30028
1907	27373	30012
1908	27385	29996
1909	27398	29980
1910	27411	29965
1911	27424	29948
1912	27437	29932
1913	27450	29917
1914	27463	29901
1915	27476	29885
1916	27489	29869
1917	27502	29853
1918	27515	29837
1919	27528	29822
1920	27541	29806
1921	27554	29790
1922	27567	29774
1923	27581	29760
1924	27595	29746
1925	27610	29731
1926	27623	29716
1927	27637	29702
1928	27653	29689
1929	27666	29673
1930	27682	29660
1931	27697	29647
1932	27710	29631
1933	27724	29616
1934	27737	29601
1935	27751	29586
1936	27763	29569
1937	27777	29555
1938	27791	29540
1939	27805	29525
1940	27818	29509
1941	27830	29493
1942	27844	29477
1943	27857	29462
1944	27870	29446
1945	27882	29430
1946	27895	29414
1947	27908	29398
1948	27922	29383
1949	27934	29367
1950	27948	29351
1951	27960	29335
1952	27973	29319
1953	27985	29303
1954	27998	29287
1955	28011	29272
1956	28025	29257
1957	28038	29241
1958	28053	29227
1959	28067	29213
1960	28082	29199
1961	28097	29185
1962	28111	29171
1963	28125	29156
1964	28140	29142
1965	28155	29129
1966	28170	29115
1967	28186	29103
1968	28202	29090
1969	28217	29076
1970	28233	29063
1971	28248	29050
1972	28263	29037
1973	28278	29023
1974	28293	29009
1975	28308	28995
1976	28323	28982
1977	28338	28968
1978	28351	28952
1979	28364	28937
1980	28379	28923
1981	28393	28908
1982	28406	28893
1983	28420	28878
1984	28435	28864
1985	28448	28849
1986	28462	28834
1987	28475	28819
1988	28487	28803
1989	28501	28787
1990	28515	28773
1991	28529	28758
1992	28542	28742
1993	28555	28727
1994	28569	28712
1995	28583	28698
1996	28596	28682
1997	28612	28670
1998	28627	28655
1999	28642	28642
2000	28656	28628
2001	28671	28614
2002	28686	28600
2003	28700	28585
2004	28716	28573
2005	28731	28559
2006	28748	28547
2007	28762	28533
2008	28777	28519
2009	28794	28508
2010	28807	28492
2011	28821	28477
2012	28835	28463
2013	28851	28450
2014	28866	28436
2015	28879	28421
2016	28893	28406
2017	28908	28393
2018	28924	28379
2019	28937	28364
2020	28952	28351
2021	28967	28337
2022	28981	28322
2023	28994	28307
2024	29009	28293
2025	29024	28279
2026	29038	28264
2027	29051	28249
2028	29066	28235
2029	29081	28221
2030	29094	28206
2031	29108	28191
2032	29121	28175
2033	29135	28161
2034	29171	28168
2035	29206	28173
2036	29243	28180
2037	29280	28188
2038	29318	28196
2039	29356	28205
2040	29395	28214
2041	29430	28220
2042	29468	28228
2043	29508	28237
2044	29543	28242
2045	29581	28251
2046	29617	28256
2047	29653	28263
2048	29690	28270
2049	29726	28276
2050	29760	28280
2051	29797	28287
2052	29834	28293
2053	29870	28299
2054	29904	28303
2055	29940	28309
2056	29977	28315
2057	30013	28321
2058	30047	28325
2059	30085	28333
2060	30121	28338
2061	30160	28346
2062	30195	28351
2063	30228	28354
2064	30264	28359
2065	30296	28360
2066	30329	28363
2067	30364	28367
2068	30403	28375
2069	30443	28384
2070	30480	28390
2071	30521	28400
2072	30564	28411
2073	30610	28426
2074	30654	28438
2075	30696	28449
2076	30738	28459
2077	30778	28467
2078	30816	28474
2079	30860	28486
2080	30898	28492
2081	30937	28500
2082	30977	28508
2083	31011	28511
2084	31044	28513
2085	31088	28525
2086	31125	28530
2087	31163	28536
2088	31205	28546
2089	31240	28549
2090	31279	28557
2091	31317	28562
2092	31353	28567
2093	31395	28576
2094	31435	28584
2095	31473	28590
2096	31510	28594
2097	31545	28598
2098	31584	28605
2099	31624	28612
2100	31662	28618
2101	31698	28622
2102	31736	28627
2103	31775	28634
2104	31810	28636
2105	31843	28637
2106	31877	28639
2107	31912	28642
2108	31946	28644
2109	31982	28647
2110	32016	28649
2111	32051	28652
2112	32085	28653
2113	32119	28655
2114	32153	28656
2115	32190	28661
2116	32226	28664
2117	32260	28666
2118	32297	28670
2119	32330	28670
2120	32365	28672
2121	32403	28677
2122	32437	28678
2123	32472	28681
2124	32510	28685
2125	32547	28689
2126	32586	28694
2127	32623	28698
2128	32662	28704
2129	32698	28707
2130	32737	28712
2131	32779	28720
2132	32815	28723
2133	32856	28730
2134	32893	28733
2135	32930	28737
2136	32967	28740
2137	33004	28743
2138	33042	28748
2139	33080	28751
2140	33116	28754
2141	33155	28759
2142	33192	28762
2143	33230	28766
2144	33269	28771
2145	33308	28776
2146	33343	28777
2147	33380	28780
2148	33416	28783
2149	33453	28785
2150	33490	28788
2151	33527	28791
2152	33561	28791
2153	33595	28791
2154	33632	28794
2155	33669	28796
2156	33706	28799
2157	33742	28801
2158	33778	28803
2159	33815	28805
2160	33852	28808
2161	33888	28810
2162	33926	28813
2163	33963	28815
2164	34000	28817
2165	34037	28820
2166	34075	28823
2167	34112	28825
2168	34149	28827
2169	34184	28828
2170	34221	28830
2171	34253	28828
2172	34290	28830
2173	34326	28831
2174	34363	28833
2175	34399	28834
2176	34435	28835
2177	34473	28839
2178	34509	28839
2179	34542	28838
2180	34581	28842
2181	34618	28843
2182	34651	28842
2183	34687	28843
2184	34723	28843
2185	34760	28845
2186	34797	28846
2187	34834	28848
2188	34872	28851
2189	34910	28852
2190	34949	28855
2191	34985	28856
2192	35022	28858
2193	35059	28859
2194	35095	28859
2195	35135	28863
2196	35173	28866
2197	35208	28865
2198	35246	28867
2199	35285	28869
2200	35322	28871
2201	35360	28872
2202	35396	28873
2203	35433	28874
2204	35470	28874
2205	35507	28875
2206	35544	28876
2207	35580	28877
2208	35618	28878
2209	35655	28878
2210	35691	28879
2211	35727	28879
2212	35763	28879
2213	35802	28881
2214	35839	28881
2215	35877	28882
2216	35914	28883
2217	35949	28882
2218	35985	28882
2219	36021	28882
2220	36057	28881
2221	36092	28880
2222	36131	28882
2223	36168	28882
2224	36205	28883
2225	36242	28882
2226	36279	28883
2227	36316	28884
2228	36350	28881
2229	36386	28880
2230	36421	28879
2231	36456	28877
2232	36492	28876
2233	36529	28876
2234	36566	28876
2235	36601	28875
2236	36638	28874
2237	36676	28876
2238	36713	28875
2239	36749	28874
2240	36790	28877
2241	36826	28876
2242	36864	28877
2243	36900	28875
2244	36938	28875
2245	36976	28876
2246	37010	28873
2247	37047	28873
2248	37083	28871
2249	37119	28871
2250	37157	28871
2251	37195	28870
2252	37233	28871
2253	37270	28870
2254	37307	28869
2255	37347	28871
2256	37382	28869
2257	37419	28868
2258	37457	28868
2259	37494	28867
2260	37531	28866
2261	37568	28865
2262	37604	28864
2263	37641	28862
2264	37679	28862
2265	37715	28860
2266	37754	28860
2267	37791	28860
2268	37827	28857
2269	37863	28856
2270	37900	28854
2271	37937	28853
2272	37972	28851
2273	38006	28847
2274	38040	28844
2275	38076	28842
2276	38112	28839
2277	38148	28837
2278	38183	28834
2279	38222	28834
2280	38260	28833
2281	38295	28830
2282	38331	28828
2283	38367	28825
2284	38400	28821
2285	38438	28820
2286	38476	28819
2287	38513	28817
2288	38547	28814
2289	38585	28812
2290	38620	28809
2291	38656	28807
2292	38693	28804
2293	38731	28803
2294	38766	28800
2295	38802	28797
2296	38840	28796
2297	38875	28792
2298	38914	28792
2299	38951	28790
2300	38987	28787
2301	39021	28782
2302	39056	28779
2303	39091	28775
2304	39128	28773
2305	39165	28771
2306	39203	28769
2307	39244	28769
2308	39285	28770
2309	39324	28769
2310	39365	28770
2311	39407	28771
2312	39444	28769
2313	39480	28765
2314	39517	28763
2315	39554	28760
2316	39593	28759
2317	39629	28755
2318	39664	28752
2319	39706	28752
2320	39744	28751
2321	39781	28748
2322	39821	28747
2323	39875	28757
2324	39920	28759
2325	39956	28756
2326	39995	28754
2327	40033	28752
2328	40069	28748
2329	40106	28745
2330	40139	28739
2331	40175	28736
2332	40212	28733
2333	40248	28728
2334	40281	28723
2335	40311	28715
2336	40346	28710
2337	40377	28703
2338	40408	28695
2339	40442	28690
2340	40476	28684
2341	40509	28678
2342	40541	28671
2343	40576	28666
2344	40609	28660
2345	40643	28655
2346	40675	28648
2347	40724	28652
2348	40754	28644
2349	40792	28641
2350	40830	28638
2351	40865	28633
2352	40902	28630
2353	40943	28629
2354	40981	28626
2355	41018	28622
2356	41055	28618
2357	41092	28614
2358	41128	28610
2359	41166	28607
2360	41205	28604
2361	41243	28601
2362	41283	28599
2363	41320	28595
2364	41356	28591
2365	41396	28588
2366	41431	28583
2367	41467	28579
2368	41505	28575
2369	41546	28574
2370	41586	28572
2371	41622	28567
2372	41658	28562
2373	41695	28558
2374	41732	28553
2375	41768	28548
2376	41803	28543
2377	41839	28538
2378	41874	28532
2379	41911	28528
2380	41947	28522
2381	41984	28518
2382	42021	28514
2383	42059	28510
2384	42096	28505
2385	42134	28501
2386	42170	28496
2387	42206	28491
2388	42241	28485
2389	42279	28480
2390	42315	28475
2391	42351	28470
2392	42387	28465
2393	42422	28458
2394	42458	28453
2395	42498	28450
2396	42536	28446
2397	42579	28445
2398	42616	28440
2399	42653	28435
2400	42691	28431
2401	42731	28428
2402	42768	28423
2403	42807	28419
2404	42844	28414
2405	42882	28410
2406	42921	28406
2407	42958	28401
2408	42995	28395
2409	43032	28390
2410	43070	28386
2411	43108	28381
2412	43145	28376
2413	43182	28370
2414	43219	28365
2415	43257	28361
2416	43296	28357
2417	43335	28352
2418	43371	28346
2419	43408	28340
2420	43444	28335
2421	43480	28328
2422	43523	28327
2423	43562	28323
2424	43597	28315
2425	43633	28309
2426	43669	28303
2427	43706	28297
2428	43742	28291
2429	43780	28285
2430	43816	28279
2431	43852	28273
2432	43892	28269
2433	43928	28262
2434	43972	28261
2435	44008	28255
2436	44046	28250
2437	44082	28243
2438	44120	28237
2439	44157	28231
2440	44193	28224
2441	44228	28217
2442	44263	28210
2443	44300	28204
2444	44335	28197
2445	44371	28190
2446	44408	28184
2447	44446	28178
2448	44483	28172
2449	44519	28165
2450	44556	28159
2451	44593	28152
2452	44630	28146
2453	44669	28141
2454	44707	28135
2455	44744	28129
2456	44781	28123
2457	44819	28116
2458	44858	28111
2459	44894	28104
2460	44932	28098
2461	44967	28091
2462	45002	28082
2463	45037	28075
2464	45074	28068
2465	45111	28062
2466	45149	28055
2467	45185	28048
2468	45222	28041
2469	45259	28035
2470	45299	28030
2471	45332	28021
2472	45367	28013
2473	45404	28006
2474	45438	27997
2475	45472	27988
2476	45509	27981
2477	45544	27973
2478	45581	27966
2479	45617	27959
2480	45654	27952
2481	45691	27945
2482	45729	27938
2483	45765	27930
2484	45802	27923
2485	45840	27917
2486	45878	27910
2487	45915	27903
2488	45951	27895
2489	45987	27887
2490	46023	27879
2491	46060	27873
2492	46097	27865
2493	46133	27857
2494	46167	27848
2495	46203	27840
2496	46239	27832
2497	46274	27823
2498	46311	27816
2499	46349	27809
2500	46389	27803
2501	46425	27795
2502	46463	27788
2503	46502	27782
2504	46541	27776
2505	46578	27768
2506	46615	27760
2507	46650	27752
2508	46683	27742
2509	46721	27735
2510	46759	27728
2511	46796	27720
2512	46834	27713
2513	46870	27704
2514	46906	27696
2515	46942	27688
2516	46979	27679
2517	47015	27671
2518	47053	27664
2519	47090	27656
2520	47127	27648
2521	47160	27638
2522	47196	27629
2523	47234	27621
2524	47271	27614
2525	47306	27604
2526	47343	27596
2527	47380	27588
2528	47417	27580
2529	47453	27571
2530	47490	27563
2531	47526	27554
2532	47562	27546
2533	47599	27538
2534	47634	27528
2535	47671	27520
2536	47710	27512
2537	47746	27504
2538	47782	27495
2539	47818	27485
2540	47854	27477
2541	47890	27468
2542	47927	27459
2543	47962	27450
2544	48000	27442
2545	48036	27433
2546	48075	27425
2547	48113	27417
2548	48149	27408
2549	48185	27399
2550	48223	27391
2551	48259	27382
2552	48295	27372
2553	48331	27363
2554	48372	27357
2555	48406	27347
2556	48443	27338
2557	48482	27330
2558	48521	27323
2559	48560	27315
2560	48600	27308
2561	48636	27298
2562	48674	27290
2563	48711	27281
2564	48748	27272
2565	48787	27264
2566	48825	27256
2567	48865	27248
2568	48903	27240
2569	48938	27230
2570	48974	27220
2571	49010	27210
2572	49046	27201
2573	49085	27193
2574	49123	27184
2575	49160	27175
2576	49193	27164
2577	49231	27155
2578	49266	27145
2579	49305	27137
2580	49343	27128
2581	49378	27117
2582	49414	27108
2583	49449	27097
2584	49486	27088
2585	49522	27078
2586	49558	27068
2587	49595	27058
2588	49631	27048
2589	49668	27039
2590	49708	27031
2591	49741	27019
2592	49778	27010
2593	49815	27000
2594	49852	26991
2595	49887	26980
2596	49923	26970
2597	49959	26960
2598	49995	26950
2599	50032	26940
2600	50067	26929
2601	50102	26919
2602	50137	26908
2603	50175	26898
2604	50211	26888
2605	50249	26879
2606	50285	26869
2607	50320	26858
2608	50357	26848
2609	50396	26839
2610	50435	26830
2611	50474	26822
2612	50510	26811
2613	50547	26801
2614	50585	26791
2615	50623	26782
2616	50659	26772
2617	50697	26762
2618	50732	26751
2619	50768	26740
2620	50806	26730
2621	50844	26721
2622	50880	26710
2623	50918	26701
2624	50956	26691
2625	50992	26681
2626	51033	26672
2627	51070	26662
2628	51107	26652
2629	51146	26642
2630	51182	26632
2631	51219	26621
2632	51255	26610
2633	51291	26599
2634	51328	26589
2635	51362	26577
2636	51401	26567
2637	51436	26556
2638	51472	26545
2639	51509	26535
2640	51538	26520
2641	51576	26510
2642	51610	26498
2643	51645	26487
2644	51680	26475
2645	51716	26464
2646	51752	26453
2647	51788	26441
2648	51825	26431
2649	51863	26421
2650	51904	26412
2651	51944	26403
2652	51984	26393
2653	52022	26383
2654	52060	26373
2655	52099	26363
2656	52139	26354
2657	52178	26344
2658	52216	26334
2659	52259	26326
2660	52297	26315
2661	52340	26307
2662	52381	26299
2663	52419	26288
2664	52459	26279
2665	52494	26267
2666	52536	26258
2667	52583	26252
2668	52622	26242
2669	52663	26233
2670	52702	26223
2671	52741	26212
2672	52779	26202
2673	52814	26190
2674	52853	26179
2675	52889	26168
2676	52927	26157
2677	52966	26146
2678	53006	26137
2679	53043	26125
2680	53085	26117
2681	53121	26105
2682	53163	26096
2683	53198	26084
2684	53234	26072
2685	53270	26059
2686	53304	26047
2687	53340	26035
2688	53374	26022
2689	53407	26008
2690	53441	25996
2691	53478	25984
2692	53513	25971
2693	53544	25957
2694	53576	25943
2695	53610	25930
2696	53643	25916
2697	53678	25904
2698	53712	25891
2699	53747	25878
2700	53783	25866
2701	53818	25853
2702	53854	25841
2703	53890	25828
2704	53928	25817
2705	53965	25806
2706	54002	25794
2707	54040	25782
2708	54081	25772
2709	54117	25760
2710	54153	25748
2711	54189	25736
2712	54228	25725
2713	54267	25713
2714	54302	25701
2715	54339	25689
2716	54373	25676
2717	54409	25663
2718	54440	25648
2719	54472	25634
2720	54514	25624
2721	54547	25610
2722	54582	25597
2723	54618	25584
2724	54655	25572
2725	54692	25560
2726	54730	25548
2727	54766	25536
2728	54806	25525
2729	54845	25514
2730	54882	25502
2731	54918	25489
2732	54953	25476
2733	54993	25465
2734	55030	25452
2735	55068	25440
2736	55105	25428
2737	55142	25416
2738	55179	25403
2739	55217	25391
2740	55254	25379
2741	55292	25367
2742	55331	25355
2743	55364	25341
2744	55402	25329
2745	55442	25318
2746	55477	25305
2747	55518	25294
2748	55554	25281
2749	55590	25268
2750	55626	25255
2751	55662	25242
2752	55699	25229
2753	55735	25216
2754	55772	25203
2755	55811	25192
2756	55847	25178
2757	55884	25166
2758	55922	25153
2759	55956	25140
2760	55994	25127
2761	56032	25115
2762	56068	25101
2763	56103	25088
2764	56137	25074
2765	56174	25061
2766	56210	25047
2767	56246	25034
2768	56282	25021
2769	56319	25008
2770	56356	24995
2771	56392	24981
2772	56433	24970
2773	56468	24957
2774	56500	24941
2775	56540	24929
2776	56577	24916
2777	56613	24903
2778	56648	24889
2779	56684	24876
2780	56719	24862
2781	56755	24848
2782	56791	24834
2783	56825	24820
2784	56860	24806
2785	56895	24792
2786	56931	24778
2787	56966	24764
2788	57001	24750
2789	57037	24736
2790	57073	24722
2791	57108	24708
2792	57144	24695
2793	57180	24681
2794	57216	24667
2795	57254	24654
2796	57290	24640
2797	57324	24626
2798	57359	24612
2799	57395	24598
2800	57432	24584
2801	57467	24570
2802	57502	24556
2803	57537	24541
2804	57573	24527
2805	57608	24513
2806	57643	24499
2807	57679	24484
2808	57714	24470
2809	57750	24456
2810	57785	24442
2811	57820	24427
2812	57855	24413
2813	57889	24398
2814	57923	24383
2815	57960	24369
2816	57996	24355
2817	58031	24341
2818	58067	24327
2819	58102	24312
2820	58137	24297
2821	58172	24283
2822	58207	24268
2823	58241	24253
2824	58276	24239
2825	58315	24225
2826	58351	24211
2827	58386	24197
2828	58422	24182
2829	58458	24168
2830	58494	24153
2831	58530	24139
2832	58565	24124
2833	58601	24110
2834	58639	24096
2835	58674	24082
2836	58713	24068
2837	58749	24054
2838	58785	24039
2839	58820	24025
2840	58856	24010
2841	58891	23996
2842	58929	23982
2843	58965	23967
2844	59002	23953
2845	59038	23938
2846	59072	23923
2847	59108	23908
2848	59143	23894
2849	59177	23878
2850	59211	23863
2851	59247	23848
2852	59281	23833
2853	59319	23819
2854	59359	23806
2855	59397	23792
2856	59432	23777
2857	59467	23762
2858	59502	23746
2859	59537	23731
2860	59573	23716
2861	59607	23701
2862	59643	23686
2863	59677	23671
2864	59713	23655
2865	59748	23641
2866	59784	23626
2867	59819	23610
2868	59854	23595
2869	59888	23579
2870	59923	23564
2871	59959	23549
2872	59993	23534
2873	60028	23518
2874	60062	23502
2875	60098	23487
2876	60133	23472
2877	60169	23457
2878	60203	23441
2879	60237	23425
2880	60272	23410
2881	60308	23395
2882	60343	23379
2883	60381	23365
2884	60417	23350
2885	60455	23335
2886	60492	23321
2887	60527	23305
2888	60564	23290
2889	60601	23275
2890	60637	23260
2891	60672	23245
2892	60709	23230
2893	60744	23214
2894	60779	23198
2895	60814	23183
2896	60849	23167
2897	60884	23152
2898	60920	23136
2899	60957	23121
2900	60993	23106
2901	61029	23091
2902	61065	23075
2903	61101	23060
2904	61136	23044
2905	61172	23029
2906	61208	23013
2907	61243	22997
2908	61280	22982
2909	61315	22967
2910	61350	22950
2911	61385	22935
2912	61421	22919
2913	61457	22904
2914	61492	22888
2915	61527	22872
2916	61563	22856
2917	61599	22841
2918	61634	22825
2919	61669	22809
2920	61705	22793
2921	61740	22777
2922	61775	22761
2923	61811	22745
2924	61845	22729
2925	61879	22713
2926	61915	22697
2927	61949	22680
2928	61984	22664
2929	62019	22648
2930	62054	22632
2931	62089	22616
2932	62124	22600
2933	62159	22584
2934	62193	22567
2935	62229	22551
2936	62264	22535
2937	62300	22519
2938	62335	22503
2939	62370	22487
2940	62406	22471
2941	62442	22455
2942	62476	22439
2943	62511	22422
2944	62547	22406
2945	62586	22391
2946	62622	22375
2947	62658	22359
2948	62693	22343
2949	62730	22327
2950	62765	22311
2951	62803	22296
2952	62841	22280
2953	62878	22264
2954	62916	22249
2955	62954	22234
2956	62992	22219
2957	63031	22203
2958	63068	22187
2959	63105	22172
2960	63143	22156
2961	63179	22140
2962	63218	22125
2963	63256	22109
2964	63294	22094
2965	63330	22078
2966	63367	22062
2967	63403	22046
2968	63442	22030
2969	63479	22014
2970	63517	21999
2971	63555	21983
2972	63592	21967
2973	63629	21951
2974	63665	21935
2975	63701	21918
2976	63736	21902
2977	63772	21885
2978	63808	21869
2979	63841	21851
2980	63875	21834
2981	63910	21817
2982	63944	21800
2983	63981	21784
2984	64015	21767
2985	64052	21751
2986	64088	21734
2987	64123	21717
2988	64158	21701
2989	64192	21683
2990	64227	21666
2991	64262	21649
2992	64298	21633
2993	64332	21616
2994	64369	21599
2995	64404	21582
2996	64440	21566
2997	64474	21548
2998	64510	21532
2999	64546	21515
3000	64581	21498
3001	64618	21482
3002	64657	21466
3003	64694	21450
3004	64730	21433
3005	64766	21416
3006	64802	21399
3007	64838	21383
3008	64874	21366
3009	64910	21349
3010	64946	21332
3011	64981	21315
3012	65017	21298
3013	65054	21281
3014	65089	21264
3015	65124	21247
3016	65162	21231
3017	65197	21214
3018	65232	21196
3019	65264	21178
3020	65300	21161
3021	65336	21144
3022	65373	21127
3023	65409	21111
3024	65446	21094
3025	65484	21078
3026	65509	21057
3027	65528	21034
3028	65548	21012
3029	65571	20991
3030	65599	20971
3031	65624	20951
3032	65647	20930
3033	65668	20908
3034	65688	20886
3035	65703	20862
3036	65717	20838
3037	65732	20814
3038	65746	20790
3039	65759	20766
3040	65773	20742
3041	65789	20718
3042	65804	20694
3043	65818	20670
3044	65831	20646
3045	65845	20622
3046	65857	20598
3047	65871	20574
3048	65883	20549
3049	65901	20526
3050	65916	20503
3051	65930	20479
3052	65946	20455
3053	65964	20432
3054	65978	20409
3055	65993	20385
3056	66006	20361
3057	66021	20337
3058	66035	20313
3059	66051	20290
3060	66064	20266
3061	66078	20242
3062	66091	20217
3063	66106	20194
3064	66119	20170
3065	66132	20145
3066	66144	20121
3067	66156	20097
3068	66168	20072
3069	66181	20048
3070	66193	20024
3071	66205	19999
3072	66217	19975
3073	66230	19951
3074	66242	19926
3075	66254	19902
3076	66267	19877
3077	66280	19853
3078	66292	19829
3079	66305	19805
3080	66317	19781
3081	66329	19756
3082	66341	19732
3083	66357	19709
3084	66370	19685
3085	66383	19661
3086	66397	19637
3087	66410	19613
3088	66424	19589
3089	66437	19565
3090	66450	19541
3091	66462	19517
3092	66475	19493
3093	66488	19469
3094	66501	19445
3095	66514	19421
3096	66528	19397
3097	66541	19373
3098	66554	19349
3099	66567	19325
3100	66580	19302
3101	66593	19278
3102	66607	19254
3103	66619	19230
3104	66632	19206
3105	66644	19182
3106	66657	19158
3107	66671	19134
3108	66683	19110
3109	66696	19086
3110	66708	19062
3111	66720	19038
3112	66737	19015
3113	66749	18991
3114	66767	18969
3115	66784	18946
3116	66800	18923
3117	66819	18901
3118	66835	18878
3119	66851	18855
3120	66867	18832
3121	66883	18809
3122	66897	18786
3123	66913	18763
3124	66932	18740
3125	66948	18718
3126	66962	18694
3127	66979	18671
3128	66992	18648
3129	67006	18624
3130	67019	18601
3131	67036	18578
3132	67048	18554
3133	67061	18530
3134	67073	18506
3135	67085	18482
3136	67098	18458
3137	67110	18435
3138	67123	18411
3139	67137	18387
3140	67149	18364
3141	67162	18340
3142	67175	18316
3143	67187	18292
3144	67199	18268
3145	67212	18245
3146	67224	18221
3147	67236	18197
3148	67249	18173
3149	67261	18150
3150	67274	18126
3151	67287	18102
3152	67301	18079
3153	67316	18056
3154	67330	18032
3155	67350	18011
3156	67366	17988
3157	67384	17966
3158	67433	17952
3159	67470	17935
3160	67485	17912
3161	67506	17890
3162	67520	17867
3163	67534	17844
3164	67546	17820
3165	67557	17796
3166	67570	17772
3167	67582	17748
3168	67594	17725
3169	67606	17701
3170	67618	17677
3171	67630	17653
3172	67644	17630
3173	67657	17607
3174	67669	17583
3175	67682	17559
3176	67694	17536
3177	67707	17512
3178	67719	17489
3179	67732	17465
3180	67744	17441
3181	67756	17418
3182	67772	17395
3183	67792	17373
3184	67814	17352
3185	67830	17330
3186	67844	17307
3187	67859	17284
3188	67873	17260
3189	67887	17237
3190	67902	17215
3191	67918	17192
3192	67935	17170
3193	67949	17146
3194	67962	17123
3195	67976	17100
3196	67990	17077
3197	68006	17054
3198	68023	17032
3199	68036	17009
3200	68050	16986
3201	68064	16963
3202	68080	16940
3203	68096	16917
3204	68111	16895
3205	68127	16872
3206	68144	16850
3207	68159	16827
3208	68174	16804
3209	68190	16782
3210	68204	16758
3211	68217	16735
3212	68230	16712
3213	68242	16689
3214	68255	16665
3215	68268	16642
3216	68284	16620
3217	68297	16596
3218	68310	16573
3219	68322	16550
3220	68335	16526
3221	68347	16503
3222	68360	16480
3223	68372	16456
3224	68384	16433
