iter	Passed	Remaining
943	13713	44395
944	13731	44391
945	13747	44382
946	13762	44368
947	13776	44352
948	13793	44344
949	13808	44332
950	13825	44324
951	13840	44311
952	13853	44293
953	13867	44276
954	13881	44259
955	13894	44242
956	13909	44228
957	13924	44213
958	13938	44197
959	13951	44178
960	13966	44165
961	13980	44149
962	13994	44134
963	14008	44119
964	14024	44108
965	14038	44092
966	14051	44073
967	14065	44055
968	14079	44039
969	14093	44023
970	14106	44006
971	14120	43987
972	14133	43969
973	14147	43952
974	14161	43936
975	14175	43920
976	14190	43909
977	14205	43893
978	14219	43877
979	14232	43858
980	14246	43842
981	14260	43827
982	14274	43810
983	14287	43792
984	14301	43776
985	14315	43759
986	14329	43742
987	14343	43726
988	14356	43707
989	14369	43689
990	14381	43667
991	14394	43648
992	14406	43626
993	14419	43607
994	14432	43589
995	14445	43568
996	14458	43549
997	14471	43530
998	14484	43512
999	14497	43492
1000	14510	43474
1001	14523	43455
1002	14537	43438
1003	14552	43424
1004	14565	43405
1005	14578	43388
1006	14592	43371
1007	14607	43357
1008	14621	43341
1009	14636	43328
1010	14649	43311
1011	14664	43297
1012	14678	43280
1013	14694	43272
1014	14708	43255
1015	14723	43241
1016	14740	43236
1017	14757	43227
1018	14774	43220
1019	14790	43212
1020	14806	43200
1021	14821	43187
1022	14836	43175
1023	14850	43160
1024	14866	43148
1025	14879	43131
1026	14893	43114
1027	14905	43091
1028	14918	43073
1029	14930	43053
1030	14943	43034
1031	14956	43014
1032	14968	42993
1033	14982	42976
1034	14995	42957
1035	15008	42939
1036	15022	42922
1037	15035	42905
1038	15050	42892
1039	15064	42875
1040	15078	42860
1041	15092	42843
1042	15106	42829
1043	15122	42817
1044	15138	42806
1045	15152	42790
1046	15167	42779
1047	15182	42766
1048	15198	42756
1049	15215	42749
1050	15232	42739
1051	15246	42725
1052	15261	42712
1053	15276	42698
1054	15290	42682
1055	15303	42663
1056	15317	42647
1057	15331	42632
1058	15346	42620
1059	15361	42605
1060	15375	42589
1061	15389	42574
1062	15403	42558
1063	15418	42544
1064	15433	42532
1065	15448	42520
1066	15490	42579
1067	15512	42585
1068	15530	42581
1069	15549	42580
1070	15565	42569
1071	15580	42554
1072	15593	42537
1073	15607	42520
1074	15621	42505
1075	15634	42487
1076	15648	42469
1077	15662	42454
1078	15675	42434
1079	15688	42416
1080	15701	42397
1081	15715	42381
1082	15728	42364
1083	15742	42347
1084	15755	42328
1085	15769	42312
1086	15783	42296
1087	15796	42277
1088	15811	42264
1089	15825	42249
1090	15838	42231
1091	15854	42219
1092	15868	42205
1093	15888	42204
1094	15902	42190
1095	15915	42169
1096	15928	42151
1097	15941	42133
1098	15954	42113
1099	15967	42095
1100	15979	42075
1101	15992	42056
1102	16005	42037
1103	16018	42020
1104	16031	42001
1105	16044	41983
1106	16057	41965
1107	16070	41946
1108	16084	41929
1109	16097	41912
1110	16110	41892
1111	16122	41873
1112	16136	41857
1113	16151	41842
1114	16164	41825
1115	16177	41806
1116	16190	41788
1117	16203	41770
1118	16217	41753
1119	16230	41735
1120	16243	41717
1121	16257	41702
1122	16271	41686
1123	16285	41669
1124	16300	41655
1125	16314	41640
1126	16327	41622
1127	16340	41604
1128	16355	41590
1129	16368	41572
1130	16383	41559
1131	16390	41525
1132	16403	41509
1133	16417	41491
1134	16430	41474
1135	16442	41454
1136	16456	41438
1137	16470	41422
1138	16483	41405
1139	16496	41386
1140	16509	41366
1141	16523	41351
1142	16537	41335
1143	16550	41318
1144	16564	41302
1145	16577	41285
1146	16591	41269
1147	16605	41252
1148	16620	41239
1149	16634	41224
1150	16648	41208
1151	16662	41193
1152	16675	41175
1153	16689	41160
1154	16704	41146
1155	16719	41133
1156	16734	41121
1157	16748	41103
1158	16762	41089
1159	16778	41077
1160	16791	41059
1161	16805	41043
1162	16819	41029
1163	16833	41013
1164	16848	41001
1165	16863	40986
1166	16880	40979
1167	16896	40968
1168	16911	40955
1169	16926	40942
1170	16940	40927
1171	16955	40912
1172	16968	40895
1173	16982	40880
1174	16997	40866
1175	17011	40849
1176	17025	40834
1177	17038	40816
1178	17053	40804
1179	17067	40789
1180	17082	40774
1181	17095	40757
1182	17110	40744
1183	17124	40727
1184	17138	40713
1185	17152	40698
1186	17165	40679
1187	17178	40662
1188	17191	40644
1189	17204	40626
1190	17217	40608
1191	17230	40589
1192	17244	40575
1193	17257	40556
1194	17270	40538
1195	17283	40521
1196	17297	40505
1197	17314	40497
1198	17318	40457
1199	17333	40443
1200	17348	40430
1201	17362	40416
1202	17377	40403
1203	17392	40389
1204	17407	40375
1205	17421	40360
1206	17434	40344
1207	17449	40329
1208	17464	40316
1209	17478	40302
1210	17491	40284
1211	17505	40267
1212	17518	40250
1213	17530	40231
1214	17543	40213
1215	17556	40195
1216	17568	40176
1217	17581	40158
1218	17594	40140
1219	17607	40121
1220	17620	40104
1221	17632	40085
1222	17645	40066
1223	17658	40048
1224	17671	40030
1225	17684	40012
1226	17696	39994
1227	17709	39977
1228	17722	39958
1229	17735	39940
1230	17748	39923
1231	17762	39907
1232	17774	39889
1233	17787	39871
1234	17800	39853
1235	17813	39834
1236	17825	39815
1237	17837	39796
1238	17850	39777
1239	17865	39764
1240	17877	39744
1241	17889	39726
1242	17902	39708
1243	17915	39691
1244	17929	39674
1245	17941	39656
1246	17954	39637
1247	17966	39619
1248	17980	39602
1249	17993	39585
1250	18006	39567
1251	18019	39550
1252	18032	39533
1253	18045	39515
1254	18058	39498
1255	18071	39480
1256	18084	39463
1257	18097	39445
1258	18110	39429
1259	18123	39411
1260	18136	39394
1261	18149	39376
1262	18163	39361
1263	18177	39346
1264	18190	39329
1265	18199	39303
1266	18214	39289
1267	18227	39273
1268	18241	39256
1269	18255	39241
1270	18268	39225
1271	18281	39208
1272	18295	39192
1273	18309	39177
1274	18323	39161
1275	18337	39146
1276	18352	39133
1277	18366	39118
1278	18380	39102
1279	18393	39086
1280	18406	39068
1281	18419	39051
1282	18433	39036
1283	18446	39020
1284	18460	39004
1285	18474	38989
1286	18487	38971
1287	18501	38956
1288	18516	38943
1289	18530	38929
1290	18544	38914
1291	18559	38899
1292	18572	38882
1293	18585	38866
1294	18600	38853
1295	18615	38839
1296	18630	38826
1297	18645	38814
1298	18660	38801
1299	18674	38786
1300	18688	38770
1301	18701	38753
1302	18716	38739
1303	18730	38725
1304	18745	38711
1305	18759	38697
1306	18774	38683
1307	18788	38667
1308	18800	38649
1309	18814	38633
1310	18827	38618
1311	18841	38601
1312	18855	38586
1313	18867	38568
1314	18881	38552
1315	18894	38536
1316	18908	38520
1317	18922	38504
1318	18936	38489
1319	18949	38473
1320	18965	38461
1321	18979	38447
1322	18993	38432
1323	19007	38416
1324	19021	38401
1325	19034	38385
1326	19047	38367
1327	19060	38350
1328	19072	38331
1329	19085	38314
1330	19097	38295
1331	19112	38281
1332	19124	38263
1333	19137	38246
1334	19150	38228
1335	19163	38213
1336	19177	38196
1337	19189	38179
1338	19216	38189
1339	19242	38198
1340	19263	38195
1341	19284	38194
1342	19307	38197
1343	19325	38190
1344	19343	38183
1345	19361	38175
1346	19379	38168
1347	19397	38162
1348	19415	38154
1349	19429	38140
1350	19444	38126
1351	19459	38112
1352	19497	38145
1353	19521	38149
1354	19535	38134
1355	19549	38119
1356	19562	38101
1357	19576	38087
1358	19590	38070
1359	19602	38051
1360	19615	38034
1361	19629	38019
1362	19642	38003
1363	19656	37986
1364	19670	37971
1365	19683	37954
1366	19696	37937
1367	19709	37920
1368	19723	37904
1369	19737	37890
1370	19750	37874
1371	19764	37857
1372	19778	37842
1373	19791	37825
1374	19804	37808
1375	19817	37791
1376	19830	37774
1377	19844	37758
1378	19862	37751
1379	19877	37738
1380	19890	37721
1381	19904	37706
1382	19918	37690
1383	19930	37672
1384	19943	37655
1385	19956	37638
1386	19970	37622
1387	19983	37605
1388	19996	37588
1389	20009	37571
1390	20022	37554
1391	20035	37538
1392	20050	37524
1393	20064	37508
1394	20077	37492
1395	20090	37475
1396	20105	37461
1397	20118	37445
1398	20132	37429
1399	20145	37412
1400	20160	37400
1401	20175	37386
1402	20188	37369
1403	20202	37354
1404	20217	37340
1405	20231	37325
1406	20245	37311
1407	20260	37297
1408	20273	37281
1409	20287	37264
1410	20300	37249
1411	20314	37233
1412	20327	37216
1413	20341	37201
1414	20354	37185
1415	20367	37168
1416	20381	37153
1417	20394	37135
1418	20409	37122
1419	20422	37105
1420	20436	37091
1421	20449	37073
1422	20461	37055
1423	20475	37039
1424	20488	37022
1425	20500	37005
1426	20514	36989
1427	20527	36972
1428	20541	36956
1429	20554	36939
1430	20566	36921
1431	20579	36904
1432	20592	36888
1433	20606	36872
1434	20619	36856
1435	20633	36841
1436	20647	36826
1437	20661	36811
1438	20675	36796
1439	20689	36781
1440	20703	36766
1441	20720	36757
1442	20734	36742
1443	20748	36725
1444	20761	36709
1445	20774	36692
1446	20786	36674
1447	20800	36658
1448	20812	36641
1449	20825	36624
1450	20838	36607
1451	20852	36592
1452	20865	36575
1453	20877	36557
1454	20890	36540
1455	20903	36523
1456	20917	36508
1457	20931	36493
1458	20945	36478
1459	20958	36461
1460	20970	36444
1461	20983	36427
1462	20997	36411
1463	21010	36395
1464	21024	36381
1465	21037	36364
1466	21051	36349
1467	21065	36334
1468	21079	36318
1469	21091	36300
1470	21105	36285
1471	21118	36268
1472	21131	36252
1473	21144	36235
1474	21157	36219
1475	21170	36202
1476	21183	36185
1477	21196	36168
1478	21208	36151
1479	21221	36133
1480	21234	36117
1481	21247	36100
1482	21259	36082
1483	21272	36066
1484	21285	36049
1485	21297	36031
1486	21311	36015
1487	21323	35998
1488	21337	35982
1489	21349	35965
1490	21363	35948
1491	21375	35931
1492	21389	35916
1493	21402	35900
1494	21416	35885
1495	21430	35870
1496	21443	35854
1497	21457	35838
1498	21469	35821
1499	21482	35804
1500	21496	35788
1501	21508	35771
1502	21521	35754
1503	21534	35738
1504	21547	35721
1505	21559	35704
1506	21573	35688
1507	21586	35671
1508	21600	35657
1509	21616	35646
1510	21632	35634
1511	21648	35621
1512	21664	35610
1513	21680	35600
1514	21697	35589
1515	21713	35578
1516	21730	35567
1517	21744	35553
1518	21759	35539
1519	21773	35524
1520	21790	35515
1521	21804	35500
1522	21818	35486
1523	21834	35473
1524	21849	35460
1525	21864	35446
1526	21879	35433
1527	21893	35419
1528	21908	35406
1529	21922	35391
1530	21936	35376
1531	21949	35360
1532	21964	35346
1533	21979	35333
1534	21993	35318
1535	22008	35304
1536	22022	35290
1537	22036	35275
1538	22050	35260
1539	22064	35246
1540	22077	35230
1541	22090	35213
1542	22104	35198
1543	22117	35181
1544	22131	35166
1545	22144	35150
1546	22158	35134
1547	22171	35118
1548	22183	35101
1549	22198	35087
1550	22211	35071
1551	22224	35055
1552	22240	35043
1553	22255	35030
1554	22269	35015
1555	22282	34998
1556	22296	34983
1557	22309	34967
1558	22321	34950
1559	22335	34934
1560	22349	34920
1561	22363	34905
1562	22376	34889
1563	22390	34874
1564	22403	34857
1565	22417	34843
1566	22430	34827
1567	22445	34812
1568	22459	34798
1569	22473	34783
1570	22488	34770
1571	22502	34755
1572	22516	34740
1573	22529	34724
1574	22542	34708
1575	22555	34692
1576	22569	34676
1577	22582	34660
1578	22595	34644
1579	22610	34631
1580	22646	34650
1581	22663	34639
1582	22677	34624
1583	22689	34607
1584	22702	34590
1585	22716	34575
1586	22731	34562
1587	22746	34549
1588	22761	34536
1589	22776	34523
1590	22790	34508
1591	22806	34496
1592	22822	34484
1593	22840	34475
1594	22855	34463
1595	22870	34449
1596	22885	34436
1597	22902	34425
1598	22917	34412
1599	22937	34405
1600	22957	34400
1601	22976	34393
1602	22993	34382
1603	23009	34370
1604	23026	34360
1605	23042	34348
1606	23058	34337
1607	23074	34324
1608	23090	34312
1609	23105	34299
1610	23122	34288
1611	23142	34283
1612	23157	34269
1613	23173	34258
1614	23189	34245
1615	23205	34233
1616	23221	34221
1617	23239	34212
1618	23254	34200
1619	23270	34186
1620	23286	34174
1621	23301	34161
1622	23316	34149
1623	23334	34139
1624	23348	34125
1625	23381	34137
1626	23400	34130
1627	23420	34123
1628	23436	34112
1629	23453	34101
1630	23471	34092
1631	23492	34087
1632	23519	34090
1633	23539	34084
1634	23556	34074
1635	23578	34070
1636	23597	34062
1637	23614	34052
1638	23635	34046
1639	23657	34044
1640	23680	34041
1641	23700	34035
1642	23719	34026
1643	23737	34018
1644	23755	34007
1645	23775	34001
1646	23794	33993
1647	23813	33986
1648	23829	33974
1649	23845	33961
1650	23861	33948
1651	23876	33936
1652	23892	33923
1653	23908	33911
1654	23924	33898
1655	23940	33886
1656	23982	33911
1657	23998	33899
1658	24016	33890
1659	24040	33888
1660	24057	33877
1661	24071	33861
1662	24084	33845
1663	24099	33831
1664	24115	33819
1665	24130	33806
1666	24148	33796
1667	24165	33785
1668	24180	33771
1669	24194	33757
1670	24208	33741
