iter	Logloss
401	0.01060730198
402	0.01056109401
403	0.01051151821
404	0.01046340288
405	0.01042271314
406	0.01035750907
407	0.01030564771
408	0.01026395525
409	0.01022219195
410	0.01016549138
411	0.01011380659
412	0.010065979
413	0.0100314658
414	0.009985369001
415	0.009942729405
416	0.009893029349
417	0.009839582171
418	0.009800789969
419	0.009757884434
420	0.009718558175
421	0.009672286987
422	0.009628284999
423	0.009575267247
424	0.009533319746
425	0.009498190744
426	0.009456050328
427	0.00940461295
428	0.009362122672
429	0.009332761492
430	0.009287438529
431	0.009245978219
432	0.009201496669
433	0.009165603638
434	0.009113874708
435	0.009086569105
436	0.009041266305
437	0.009023173741
438	0.008979927608
439	0.008926260267
440	0.008881849561
441	0.008844101497
442	0.008800409589
443	0.008772356851
444	0.008719185965
445	0.008686274392
446	0.00865605872
447	0.008614144461
448	0.008580651964
449	0.008547213963
450	0.008513820103
451	0.008474959237
452	0.008433130537
453	0.008405339922
454	0.008385496957
455	0.00834923063
456	0.008318274362
457	0.008273858752
458	0.0082439488
459	0.008209856306
460	0.008180328369
461	0.008145363944
462	0.008112661089
463	0.008078811646
464	0.008044512068
465	0.008014306205
466	0.007990960802
467	0.00795495224
468	0.007925555638
469	0.007892162868
470	0.007862570626
471	0.007835156032
472	0.007805297307
473	0.00778138188
474	0.007753489903
475	0.00773184858
476	0.007702993665
477	0.007664762224
478	0.00762864794
479	0.007605365753
480	0.007570824759
481	0.007550870623
482	0.007524406978
483	0.007494424003
484	0.007465566363
485	0.007433727809
486	0.007418024336
487	0.007384060451
488	0.007351585388
489	0.00732598659
490	0.007299948011
491	0.007277522496
492	0.007252116612
493	0.007235921587
494	0.007210334233
495	0.007184929984
496	0.007158961705
497	0.007131126404
498	0.007109584263
499	0.00709028898
500	0.007067767007
501	0.007047853197
502	0.007023830414
503	0.007000383105
504	0.006981135777
505	0.006955166953
506	0.006929017748
507	0.00690549033
508	0.006881431035
509	0.006861310686
510	0.006835416521
511	0.006818873814
512	0.006799052647
513	0.006780142648
514	0.006758516584
515	0.006734410422
516	0.006717651367
517	0.00667792184
518	0.006649106707
519	0.006626865932
520	0.006586553301
521	0.006571192605
522	0.006548856463
523	0.006526386806
524	0.006502338954
525	0.006483759199
526	0.006456918989
527	0.006432830811
528	0.006414811816
529	0.006388367789
530	0.006373755864
531	0.006362321036
532	0.006349372864
533	0.006332293919
534	0.006319571359
535	0.006297788348
536	0.006276942117
537	0.006256424495
538	0.006239968436
539	0.006217647008
540	0.006196721758
541	0.006173649379
542	0.00615524728
543	0.006143719809
544	0.006123219081
545	0.006110434941
546	0.006098492214
547	0.00608065142
548	0.006059466771
549	0.006038866316
550	0.006023824419
551	0.006012858255
552	0.005996512277
553	0.005977220808
554	0.005951421465
555	0.005936234065
556	0.005908193316
557	0.005899089268
558	0.005875880105
559	0.00586183221
560	0.005843534197
561	0.005818696703
562	0.005804591588
563	0.00578465598
564	0.005772398812
565	0.005759457179
566	0.005739503588
567	0.005726037162
568	0.005712586539
569	0.005693469456
570	0.005676061903
571	0.005654574258
572	0.005638716016
573	0.005618202754
574	0.005600971767
575	0.005585716248
576	0.005569378444
577	0.005558415549
578	0.005540397644
579	0.005526735578
580	0.005514201573
581	0.005496731349
582	0.005478424072
583	0.005463605608
584	0.005448386056
585	0.005434656416
586	0.005411428179
587	0.005396765573
588	0.005380390712
589	0.005359828949
590	0.005343954904
591	0.00533498764
592	0.005320023673
593	0.005311539786
594	0.005291478293
595	0.005281455994
596	0.005272542136
597	0.005263083867
598	0.005248538971
599	0.005236094884
600	0.00521654456
601	0.005201033456
602	0.005186510359
603	0.005170533861
604	0.005159723009
605	0.005148700169
606	0.005131141663
607	0.005115509578
608	0.005101969038
609	0.005088180542
610	0.005074283055
611	0.005060162136
612	0.005048513685
613	0.005033240182
614	0.00501801845
615	0.005002905709
616	0.004986046927
617	0.004971511296
618	0.004960037231
619	0.004946780613
620	0.004931606293
621	0.00491419111
622	0.004902200971
623	0.004887387957
624	0.004874602182
625	0.004863210406
626	0.004852654593
627	0.004833243234
628	0.00482572828
629	0.004814038958
630	0.004797406333
631	0.00478175136
632	0.004762429919
633	0.004750232152
634	0.004739992959
635	0.004727036612
636	0.004719272069
637	0.004711839948
638	0.004701331547
639	0.004685145787
640	0.004673044477
641	0.004660510472
642	0.004649283818
643	0.004642229353
644	0.004635814667
645	0.00462575531
646	0.004612915039
647	0.004602508545
648	0.004592188699
649	0.004586451394
650	0.004577225821
651	0.004566716603
652	0.004559992926
653	0.004544613702
654	0.004529855456
655	0.004524310521
656	0.004513033731
657	0.004504351752
658	0.004495448521
659	0.004484782355
660	0.004476222719
661	0.004465537752
662	0.004453428541
663	0.004444988796
664	0.004434317453
665	0.00442357472
666	0.004407571793
667	0.00439916202
668	0.00439260619
669	0.004380862645
670	0.004371798924
671	0.004367118835
672	0.004354941777
673	0.004342675345
674	0.004330973489
675	0.004322351183
676	0.004306843894
677	0.004294790813
678	0.004284551348
679	0.00427438191
680	0.004268606458
681	0.004258996964
682	0.004247500283
683	0.004233420236
684	0.004223997116
685	0.004216070993
686	0.004208270754
687	0.004197291238
688	0.004187584468
689	0.004177360262
690	0.004173095703
691	0.004167725699
692	0.004161317553
693	0.004153430394
694	0.004143632889
695	0.004135158811
696	0.004122850418
697	0.004116677965
698	0.004106510162
699	0.004095121656
700	0.004089546749
701	0.004077954701
702	0.004071221488
703	0.004064877101
704	0.004054394041
705	0.004041099003
706	0.004036652701
707	0.004028854643
708	0.004017914091
709	0.004003109796
710	0.003994042533
711	0.003988089153
712	0.003977217538
713	0.003961732592
714	0.003955430167
715	0.003949720928
716	0.003940007618
717	0.003933388301
718	0.003928210667
719	0.003917124612
720	0.003909977504
721	0.00390102114
722	0.003893054962
723	0.003885269165
724	0.00387584441
725	0.003869274139
726	0.003861940656
727	0.003854163579
728	0.003846076965
729	0.003838199071
730	0.003830952236
731	0.003824055263
732	0.003814852306
733	0.003807920183
734	0.00380188833
735	0.003797421047
736	0.003789730617
737	0.003776847294
738	0.003770395551
739	0.003761650358
740	0.003756050927
741	0.003747489657
742	0.00373992375
743	0.003735633305
744	0.003728207452
745	0.00372243854
746	0.003716492789
747	0.003712393624
748	0.003709393093
749	0.00370189912
750	0.003694942474
751	0.003685526712
752	0.003680292402
753	0.003675741741
754	0.003670888083
755	0.003663505827
756	0.003654342651
757	0.003648915972
758	0.00364091083
759	0.003635652815
760	0.003632158007
761	0.003627637318
762	0.003622312273
763	0.003616615568
764	0.003611479078
765	0.003606312888
766	0.00360238157
767	0.003597980499
768	0.003593882152
769	0.003589851379
770	0.003585718427
771	0.003580485208
772	0.003571573802
773	0.0035669681
774	0.003558377947
775	0.003551134382
776	0.003546756199
777	0.003541691099
778	0.003531265259
779	0.003526936667
780	0.003519193377
781	0.003511580331
782	0.003507461003
783	0.003503944669
784	0.003498871395
785	0.003491368975
786	0.003483884539
787	0.003476412092
788	0.003468786512
789	0.003463845662
790	0.003459229333
791	0.003455190931
792	0.003450571333
793	0.003444482531
794	0.003440200533
795	0.003435459137
796	0.003430514472
797	0.003424241475
798	0.003414732252
799	0.003408636366
800	0.00340382903
801	0.003397347586
802	0.00339182445
803	0.003383797782
804	0.003373495374
805	0.003368053981
806	0.003359289987
807	0.003355720792
808	0.003349504743
809	0.003342334202
810	0.003337133408
811	0.00333064815
812	0.00332189015
813	0.003317708969
814	0.003313777924
815	0.003308751787
816	0.003302342551
817	0.003292306628
818	0.003285731724
819	0.003277735029
820	0.003273762839
821	0.003270623343
822	0.003265924726
823	0.003260448456
824	0.003256471906
825	0.003248434612
826	0.003244308199
827	0.003239081791
828	0.003232862745
829	0.003226220812
830	0.003217086247
831	0.003214080266
832	0.003207387379
833	0.003203145163
834	0.003195663452
835	0.003191182818
836	0.003184841973
837	0.003176295689
838	0.00317029408
839	0.003162974221
840	0.003157703945
841	0.00315303966
842	0.003147767203
843	0.003144540514
844	0.003140369415
845	0.003135178702
846	0.003128532955
847	0.003119326455
848	0.003112962723
849	0.003107870374
850	0.003104631151
851	0.003099495752
852	0.003095282418
853	0.00309131922
854	0.003087283543
855	0.003081198556
856	0.003078263419
857	0.003074596405
858	0.003069909777
859	0.003064234325
860	0.003060155596
861	0.003057334082
862	0.003051751273
863	0.003046787262
864	0.003041889191
865	0.003037769045
866	0.003031901223
867	0.003028826305
868	0.003021224158
869	0.003016902379
870	0.003010042463
871	0.003006923676
872	0.003003813062
873	0.002998056139
874	0.002991826466
875	0.002988729749
876	0.00298482023
877	0.002980199541
878	0.00297523771
879	0.002972298758
880	0.002968402318
881	0.002963043758
882	0.00295813942
883	0.002954101018
884	0.002946763175
885	0.002941449847
886	0.002933923449
887	0.002931536266
888	0.002925500052
889	0.00292187936
890	0.00291279711
891	0.002907804762
892	0.00290552221
893	0.002900155204
894	0.002897558485
895	0.002892203195
896	0.002888087681
897	0.002883427756
898	0.002879785538
899	0.002875703539
900	0.002872035435
901	0.002862166268
902	0.002858703068
903	0.002851764134
904	0.002847666877
905	0.002844036102
906	0.002838863918
907	0.002835344587
908	0.002829297747
909	0.002825424739
910	0.002823316302
911	0.002817203522
912	0.002812149865
913	0.002805941445
914	0.002802992685
915	0.002798504966
916	0.00279453877
917	0.002787972859
918	0.00278335435
919	0.002778414318
920	0.002773580006
921	0.002770028796
922	0.002766858782
923	0.002763377053
924	0.002760935647
925	0.002758395876
926	0.002754023143
927	0.002751126698
928	0.002747674942
929	0.002742303576
930	0.002737682615
931	0.002733257294
932	0.002730324881
933	0.002725385938
934	0.002721448081
935	0.002716523307
936	0.00271156856
937	0.002707269124
938	0.002703511374
939	0.002700769697
940	0.002697871072
941	0.002694266183
942	0.002691822052
943	0.002688757488
944	0.002686485018
945	0.002682722909
946	0.002678448268
947	0.002676260812
948	0.002670560564
949	0.002667055402
950	0.002664690018
951	0.002660233634
952	0.002656611851
953	0.002653251103
954	0.002649098533
955	0.002647364753
956	0.002642715999
957	0.002639999662
958	0.00263309724
959	0.002628181458
960	0.002625913892
961	0.0026223526
962	0.002618432181
963	0.002615780967
964	0.002613334656
965	0.002610323497
966	0.002607542583
967	0.002601216997
968	0.002598596573
969	0.002594467981
970	0.00259060124
971	0.002584170205
972	0.002580346244
973	0.002575634003
974	0.002573619843
975	0.002568282536
976	0.002563696725
977	0.002560424532
978	0.002557037354
979	0.00255456325
980	0.002551384245
981	0.002547043937
982	0.002544112069
983	0.002539829254
984	0.002535749435
985	0.002531392234
986	0.002528518949
987	0.002526248659
988	0.002522707258
989	0.002517562321
990	0.002515046256
991	0.002510949544
992	0.002507955551
993	0.002502595901
994	0.002498839515
995	0.002494647435
996	0.002491331918
997	0.002487080165
998	0.002482955115
999	0.002480040142
1000	0.002477294649
1001	0.002473758698
1002	0.002471593857
1003	0.002469339371
1004	0.00246698434
1005	0.002463723319
1006	0.002461375373
1007	0.00245949282
1008	0.002456390926
1009	0.002453435898
1010	0.002450177874
1011	0.002446096148
1012	0.002441806521
1013	0.002439646585
1014	0.002437712806
1015	0.0024350417
1016	0.002431353978
1017	0.002428806305
1018	0.002426501955
1019	0.002423031398
1020	0.002420024054
1021	0.002417084285
1022	0.002412574496
1023	0.002407559804
1024	0.002405767713
1025	0.002402666909
1026	0.002398503167
1027	0.002396078927
1028	0.002394233704
1029	0.002392388753
1030	0.002390393121
1031	0.002388657979
1032	0.002385409491
1033	0.00238331713
1034	0.002381005151
1035	0.002379174914
1036	0.002374222892
1037	0.002369986398
1038	0.002366290229
1039	0.002364519664
1040	0.002362094062
1041	0.002358168466
1042	0.002356279646
1043	0.002354371207
1044	0.002350680215
1045	0.002345753261
1046	0.002336891174
1047	0.002333877019
1048	0.002331012998
1049	0.002328894751
1050	0.002325686863
1051	0.00232425063
1052	0.002322662354
1053	0.00232034438
1054	0.002317910331
1055	0.00231514086
1056	0.002311686652
1057	0.002309044974
1058	0.002306177412
1059	0.00230292184
1060	0.002301254817
1061	0.002297724588
1062	0.002294184549
1063	0.002291526522
1064	0.002288180487
1065	0.002286633083
1066	0.002282653127
1067	0.002279008457
1068	0.002275981086
1069	0.002274052484
1070	0.002269649778
1071	0.002266698292
1072	0.002262506485
1073	0.002260033199
1074	0.002257855279
1075	0.002254862377
1076	0.002252689907
1077	0.002249584062
1078	0.002246759687
1079	0.002243471146
1080	0.002240397045
1081	0.002237529755
1082	0.002234591075
1083	0.002231038094
1084	0.002228176798
1085	0.0022253185
1086	0.00222161838
1087	0.002218340193
1088	0.002216489247
1089	0.002213325909
1090	0.00220964459
1091	0.002206959452
1092	0.002205220086
1093	0.002203211648
1094	0.002201326098
1095	0.002199911118
1096	0.00219709846
1097	0.002194725309
1098	0.002191109657
1099	0.002189745767
1100	0.002187910897
1101	0.002185239792
1102	0.002183396203
1103	0.002181580952
1104	0.002178443364
1105	0.002175438745
1106	0.002173579897
1107	0.002170604433
1108	0.002167850358
1109	0.002164319992
1110	0.0021617636
1111	0.00215874849
1112	0.002156964983
1113	0.002155453546
1114	0.002152041299
1115	0.002149185589
1116	0.002147435052
1117	0.002145618166
1118	0.002142513956
1119	0.002139554705
1120	0.002136552266
1121	0.002133132253
1122	0.002130295481
1123	0.002128241811
1124	0.002125882013
1125	0.002121898787
1126	0.002118107659
1127	0.002114610127
1128	0.002111987523
1129	0.002109751429
1130	0.002108208929
1131	0.002105094228
1132	0.002102174895
1133	0.002100676945
1134	0.00209858363
1135	0.002095611845
1136	0.002093971797
1137	0.002090044158
1138	0.002086480413
1139	0.002083597183
1140	0.002081889289
1141	0.002078785215
1142	0.002075962067
1143	0.00207391371
1144	0.002072594098
1145	0.002070303508
1146	0.002067810876
1147	0.002066291128
1148	0.002065220288
1149	0.002061725208
1150	0.002059934616
1151	0.002056868417
1152	0.00205534281
1153	0.002053569521
1154	0.00205137389
1155	0.002048952375
1156	0.002047197206
1157	0.002044689451
1158	0.002042026384
1159	0.00203945991
1160	0.002036617279
1161	0.002033992222
1162	0.002030342375
1163	0.002026678085
1164	0.002023401397
1165	0.002020830972
1166	0.00201820319
1167	0.002016743115
1168	0.00201350362
1169	0.002012212345
1170	0.002010991505
1171	0.002009584972
1172	0.002007609776
1173	0.002005132266
1174	0.002002558572
1175	0.002001010895
1176	0.001997920173
1177	0.001995735713
1178	0.001994238445
1179	0.001992658888
1180	0.001991105897
1181	0.001989470482
1182	0.001987219674
1183	0.001985761097
1184	0.001983208929
1185	0.001980611256
1186	0.001979050364
1187	0.001976443563
1188	0.001974113328
1189	0.00197257546
1190	0.001970527376
1191	0.001969183922
1192	0.001965970176
1193	0.001964450836
1194	0.001961448669
1195	0.00196015358
1196	0.00195800427
1197	0.001955493518
1198	0.001953166553
1199	0.001950027193
1200	0.001948181697
1201	0.001945313862
1202	0.00194410583
1203	0.001941506795
1204	0.001938647406
1205	0.001937289647
1206	0.001933524404
1207	0.001926320076
1208	0.001922930717
1209	0.00191954858
1210	0.001916830199
1211	0.001915511268
1212	0.001914064135
1213	0.001911342076
1214	0.00190961756
1215	0.001907156808
1216	0.001904335839
1217	0.001903101785
1218	0.001901031085
1219	0.00189875194
1220	0.001897060939
1221	0.001895879882
1222	0.001893585614
1223	0.001889907701
1224	0.001888018336
1225	0.001886125973
1226	0.001883822441
1227	0.001882143157
1228	0.00188092477
1229	0.001878932817
1230	0.001877669607
1231	0.001875370026
1232	0.001873400688
1233	0.001870323999
1234	0.001868501936
1235	0.001866870471
1236	0.001865192958
1237	0.001863684246
1238	0.001861725398
1239	0.001859765734
1240	0.00185783577
1241	0.001856286185
1242	0.001854136603
1243	0.001852905682
1244	0.001850515911
1245	0.001849260194
1246	0.001847835813
1247	0.00184531893
1248	0.001842871121
1249	0.001841508048
1250	0.001840287481
1251	0.001837255614
1252	0.0018361469
1253	0.00183426857
1254	0.001832866669
1255	0.001830407279
1256	0.001828527042
1257	0.001826378005
1258	0.001825074468
1259	0.001823270117
1260	0.001821534702
1261	0.001818716867
1262	0.001816883768
1263	0.001814314025
1264	0.001811681475
1265	0.001810525349
1266	0.001808441162
1267	0.001806830542
1268	0.001804663794
1269	0.001802296094
1270	0.001801116126
1271	0.001799182347
1272	0.001796833311
1273	0.001795432499
1274	0.001793544633
1275	0.001787564141
1276	0.001785199847
1277	0.001783417157
1278	0.001782492501
1279	0.001780557224
1280	0.001778814588
1281	0.00177675942
1282	0.00177427687
1283	0.001773204395
1284	0.001771808761
1285	0.001769164494
1286	0.001767851966
1287	0.001766688347
1288	0.001765553611
1289	0.001764617647
1290	0.001761995179
1291	0.001760006768
1292	0.001758049284
1293	0.001757015365
1294	0.001755399976
1295	0.001754425594
1296	0.001752488136
1297	0.001751294272
1298	0.001749489648
1299	0.001748127801
1300	0.00174649838
1301	0.001744539533
1302	0.001743473598
1303	0.001742479324
1304	0.001740577425
1305	0.001738281522
1306	0.001736510958
1307	0.001733863831
1308	0.001731990405
1309	0.001730473518
1310	0.001728521075
1311	0.001726705006
1312	0.001725830896
1313	0.001723843438
1314	0.001721974782
1315	0.001719841003
1316	0.00171769183
1317	0.00171606963
1318	0.001713745935
1319	0.001712724958
1320	0.001709944044
1321	0.001708171708
1322	0.001706082753
1323	0.001704819952
1324	0.00170362527
1325	0.001702328546
1326	0.001700848852
1327	0.001698367528
1328	0.001697297096
1329	0.001695795604
1330	0.001693191528
1331	0.001691912787
1332	0.001690152032
1333	0.001688189915
1334	0.001686838286
1335	0.00168522862
1336	0.001682841846
1337	0.001681520326
1338	0.001679730007
1339	0.00167726217
1340	0.00167627212
1341	0.001675021308
1342	0.001674024446
1343	0.001672324589
1344	0.001670631409
1345	0.001669099672
1346	0.00166696494
1347	0.001664180074
1348	0.00166243594
1349	0.001660679408
1350	0.001658448219
1351	0.001656869343
1352	0.001654976436
1353	0.001652646065
1354	0.00165164457
1355	0.0016505973
1356	0.001648399353
1357	0.001647603716
1358	0.001645450183
1359	0.001643731935
1360	0.001642125266
1361	0.001640671866
1362	0.001638794899
1363	0.001637788364
1364	0.001635701043
1365	0.001634336472
1366	0.001632497787
1367	0.001631039483
1368	0.001629178592
1369	0.001627717154
1370	0.001625924383
1371	0.001624498095
1372	0.001623567581
1373	0.001620846885
1374	0.001619132178
1375	0.001617309843
1376	0.001615906852
1377	0.001614785331
1378	0.001613865171
1379	0.001612181527
1380	0.001611225401
1381	0.00160986042
1382	0.001608966419
1383	0.001607032231
1384	0.001605926377
1385	0.001604928153
1386	0.001604048184
1387	0.001602508136
1388	0.001601061004
1389	0.001599426814
1390	0.001597642081
1391	0.001595317023
1392	0.001593279021
1393	0.001592038155
1394	0.001590830122
1395	0.001589667729
1396	0.001588500432
1397	0.001586941719
1398	0.001584753445
1399	0.001583021573
1400	0.001580813544
1401	0.001579249246
1402	0.001578051431
1403	0.001576183592
1404	0.00157531098
1405	0.001574052674
1406	0.001572262355
1407	0.001570500238
1408	0.001567679541
1409	0.00156608854
1410	0.001565025875
1411	0.001563597815
1412	0.001561699867
1413	0.001560351236
1414	0.001558818681
1415	0.001557895115
1416	0.001557021822
1417	0.001556180409
1418	0.001553889956
1419	0.001552208764
1420	0.001551444462
1421	0.001549994196
1422	0.00154782159
1423	0.001546141761
1424	0.00154416602
1425	0.00154267134
1426	0.001541166169
1427	0.001539863586
1428	0.001538067954
1429	0.001537095887
1430	0.001535168512
1431	0.001533544268
1432	0.001532770293
1433	0.001531482969
1434	0.001530646324
1435	0.001529485703
1436	0.001527921677
1437	0.001526324136
1438	0.001524241584
1439	0.001522701536
1440	0.001520124435
1441	0.001518994468
1442	0.001515471731
1443	0.001513986043
1444	0.001511954308
1445	0.001510782242
1446	0.001509737968
1447	0.001508398192
1448	0.001507530757
1449	0.001505891255
1450	0.001504293987
1451	0.001502908434
1452	0.001502109664
1453	0.001500489235
1454	0.001499227524
1455	0.00149778911
1456	0.00149698816
1457	0.001495561327
1458	0.001494308199
1459	0.001492800031
1460	0.001491428375
1461	0.001489849908
1462	0.001488081523
1463	0.001486601966
1464	0.001485781125
1465	0.001484594618
1466	0.001482962881
1467	0.001481551034
1468	0.001480380195
1469	0.0014790505
1470	0.001477601188
1471	0.001475822449
1472	0.00147435161
1473	0.001473518372
1474	0.001472693988
1475	0.001471303122
1476	0.00146991212
1477	0.00146871921
1478	0.001467291151
1479	0.001466165815
1480	0.001464894703
1481	0.001463402067
1482	0.001462024416
1483	0.001460227149
1484	0.001458460672
1485	0.001457118988
1486	0.001456383705
1487	0.001455153057
1488	0.001453740392
1489	0.001452371597
1490	0.001451566424
1491	0.001450531278
1492	0.001448753629
1493	0.001447227069
1494	0.001445283481
1495	0.001443789073
1496	0.001443002292
1497	0.001441532135
1498	0.001440597534
1499	0.001438544001
